Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Williams, Mike",rhp,35,Type B,PHI,TBA,0,$1 ,2004,,,,Bean Stringfellow,Vince Naimoli,Chuck LaMar,"$750,000 in majors"
"Wohlers, Mark",rhp,34,,CLE,CLE,0,$1 ,2004,,,,ACES,Larry Dolan,Mark Shapiro,"$500,000 in majors"
"Womack, Tony",ss,34,Type C,CHN,BOS,0,$1 ,2004,,,,ACES,John Henry,Theo Epstein,"$300,000 in majors"
"Wright, Jamey",rhp,29,,KCA,CHN,0,$1 ,2004,,,,Casey Close,Tribune Co.,Jim Hendry,"$550,000 in majors"
"Zaun, Gregg",c,33,,COL,MON,0,$1 ,2004,,,,,MLB,Omar Minaya,"$500,000 in majors"
,,,,,,,,,,,,,,,
"Carrasco, Hector",rhp,34,,BAL,NPB,1,"$800,000 ",,,,,Reich Katz Landis,,,Signed by Kintetsu of Japan
"Franco, Matt",1b,34,,ATL,NPB,1,"$750,000 ",,,,,,,,Signed by Lotte of Japan
,,,,,,,,,,,,,,,
Remaining Free Agents (20),,,,,,,,,,,,,,,
"Bell, Jay",2b,38,,NYN,dnp,,,,,,,,,,
"Belle, Albert",of,37,-,BAL,dnp,,,,,,,,,,
"Bordick, Mike",ss,38,,TOR,dnp,,,,,,,,,,
"Buckett, John",rhp,39,,BOS,dnp,,,,,,,,,,
"Coomer, Ron",1b,37,,LAN,dnp,,,,,,,,,,
"Grace, Mark",1b,40,,ARI,dnp,,,,,,,,,,
"Henderson, Rickey",of,45,,LAN,dnp,,,,,,,,,,
"Holmes, Darren",rhp,38,Type A,ATL,dnp,,,,,,,,,,
"Lloyd, Graeme",lhp,37,,KCA,dnp,,,,,,,,,,
"Martin, Al",dh,36,,TBA,dnp,,,,,,,,,,
"Meares, Pat",2b,35,,PIT,dnp,,,,,,,,,,
"Mercedes, Jose",rhp,33,,MON,dnp,,,,,,,,,,
"Moehler, Brian",rhp,32,,HOU,dnp,,,,,,,,,,
"O'Leary, Troy",of,34,,CHN,dnp,,,,,,,,,,
"Painter, Lance",rhp,36,,SLN,dnp,,,,,,,,,,
"Plesac, Dan",lhp,42,Type A,PHI,dnp,,,,,,,,,,
"Prince, Tom",c,39,,KCA,dnp,,,,,,,,,,
"Reboulet, Jeff",2b,40,,PIT,dnp,,,,,,,,,,
"Stephenson, Garrett",rhp,32,,SLN,dnp,,,,,,,,,,
"Walbeck, Matt",c,34,,DET,dnp,,,,,,,,,,
